ProductKey,ProductName,SubCategory,Category,StandardCost,Color,ListPrice,DaysToManufacture,ProductLine,ModelName,ProductDescription
209,Rear Derailleur Cage,Derailleurs,Bike Parts,5.99,Silver,17.99,0,Mountain,Rear Derailleur Cage,Essential component for rear shifting mechanism.
212,"Sport-100 Helmet, Red",Helmets,Accessories,12.03,Red,33.64,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
213,"Sport-100 Helmet, Red",Helmets,Accessories,13.88,Red,33.64,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
214,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,Red,33.64,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
215,"Sport-100 Helmet, Black",Helmets,Accessories,12.03,Black,33.64,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
216,"Sport-100 Helmet, Black",Helmets,Accessories,13.88,Black,34.99,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
217,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,Black,33.64,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
218,"Mountain Bike Socks, M",Socks,Clothing,3.4,White,33.64,0,Mountain,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.
219,"Mountain Bike Socks, L",Socks,Clothing,3.4,White,34.99,0,Mountain,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.
220,"Sport-100 Helmet, Blue",Helmets,Accessories,12.03,Blue,9.5,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
221,"Sport-100 Helmet, Blue",Helmets,Accessories,13.88,Blue,9.5,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
222,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,Blue,33.64,0,Sport,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor."
223,AWC Logo Cap,Caps,Clothing,5.71,Multi,33.64,0,Sport,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.
224,AWC Logo Cap,Caps,Clothing,5.23,Multi,34.99,0,Sport,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.
225,AWC Logo Cap,Caps,Clothing,6.92,Multi,8.64,0,Sport,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.
226,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,31.72,Multi,8.64,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
227,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,29.08,Multi,8.99,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
228,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,38.49,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
229,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,31.72,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
230,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,29.08,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
231,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,38.49,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
232,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,31.72,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
233,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,29.08,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
234,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,38.49,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
235,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,31.72,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
236,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,29.08,Multi,49.99,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
237,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,38.49,Multi,48.07,0,Sport,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey
310,"Road-150 Red, 62",Road Bikes,Bikes,"2,171.29",Red,48.07,4,Road,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
311,"Road-150 Red, 44",Road Bikes,Bikes,"2,171.29",Red,49.99,4,Road,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
312,"Road-150 Red, 48",Road Bikes,Bikes,"2,171.29",Red,"1,263.46",4,Road,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
313,"Road-150 Red, 52",Road Bikes,Bikes,"2,171.29",Red,"1,301.36",4,Road,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
314,"Road-150 Red, 56",Road Bikes,Bikes,"2,171.29",Red,"1,431.50",4,Road,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control."
315,"Road-450 Red, 58",Road Bikes,Bikes,884.71,Red,"1,263.46",4,Road,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
316,"Road-450 Red, 60",Road Bikes,Bikes,884.71,Red,"1,301.36",4,Road,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
317,"Road-450 Red, 44",Road Bikes,Bikes,884.71,Red,"1,431.50",4,Road,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
318,"Road-450 Red, 48",Road Bikes,Bikes,884.71,Red,"1,263.46",4,Road,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
319,"Road-450 Red, 52",Road Bikes,Bikes,884.71,Red,"1,301.36",4,Road,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads."
320,"Road-650 Red, 58",Road Bikes,Bikes,413.15,Red,"1,431.50",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
321,"Road-650 Red, 58",Road Bikes,Bikes,486.71,Red,"1,263.46",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
322,"Road-650 Red, 60",Road Bikes,Bikes,413.15,Red,"1,301.36",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
323,"Road-650 Red, 60",Road Bikes,Bikes,486.71,Red,"1,431.50",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
324,"Road-650 Red, 62",Road Bikes,Bikes,413.15,Red,"1,263.46",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
325,"Road-650 Red, 62",Road Bikes,Bikes,486.71,Red,"1,301.36",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
326,"Road-650 Red, 44",Road Bikes,Bikes,413.15,Red,"1,431.50",4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
327,"Road-650 Red, 44",Road Bikes,Bikes,486.71,Red,297.63,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
328,"Road-650 Red, 48",Road Bikes,Bikes,413.15,Red,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
329,"Road-650 Red, 48",Road Bikes,Bikes,486.71,Red,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
330,"Road-650 Red, 52",Road Bikes,Bikes,413.15,Red,297.63,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
331,"Road-650 Red, 52",Road Bikes,Bikes,486.71,Red,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
332,"Road-650 Black, 58",Road Bikes,Bikes,413.15,Black,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
333,"Road-650 Black, 58",Road Bikes,Bikes,486.71,Black,297.63,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
334,"Road-650 Black, 60",Road Bikes,Bikes,413.15,Black,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
335,"Road-650 Black, 60",Road Bikes,Bikes,486.71,Black,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
336,"Road-650 Black, 62",Road Bikes,Bikes,413.15,Black,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
337,"Road-650 Black, 62",Road Bikes,Bikes,486.71,Black,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
338,"Road-650 Black, 44",Road Bikes,Bikes,413.15,Black,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
339,"Road-650 Black, 44",Road Bikes,Bikes,486.71,Black,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
340,"Road-650 Black, 48",Road Bikes,Bikes,413.15,Black,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
341,"Road-650 Black, 48",Road Bikes,Bikes,486.71,Black,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
342,"Road-650 Black, 52",Road Bikes,Bikes,413.15,Black,306.56,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
343,"Road-650 Black, 52",Road Bikes,Bikes,486.71,Black,337.22,4,Road,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for."
344,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,"1,912.15",Silver,306.56,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
345,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,"1,912.15",Silver,337.22,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
346,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,"1,912.15",Silver,306.56,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
347,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,"1,912.15",Silver,337.22,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
348,"Mountain-100 Black, 38",Mountain Bikes,Bikes,"1,898.09",Black,594.83,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
349,"Mountain-100 Black, 42",Mountain Bikes,Bikes,"1,898.09",Black,594.83,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
350,"Mountain-100 Black, 44",Mountain Bikes,Bikes,"1,898.09",Black,594.83,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
351,"Mountain-100 Black, 48",Mountain Bikes,Bikes,"1,898.09",Black,594.83,4,Mountain,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain."
352,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,"1,117.86",Silver,594.83,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
353,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,"1,265.62",Silver,297.63,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
354,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,"1,117.86",Silver,306.56,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
355,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,"1,265.62",Silver,337.22,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
356,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,"1,117.86",Silver,297.63,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
357,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,"1,265.62",Silver,306.56,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
358,"Mountain-200 Black, 38",Mountain Bikes,Bikes,"1,105.81",Black,337.22,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
359,"Mountain-200 Black, 38",Mountain Bikes,Bikes,"1,251.98",Black,297.63,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
360,"Mountain-200 Black, 42",Mountain Bikes,Bikes,"1,105.81",Black,306.56,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
361,"Mountain-200 Black, 42",Mountain Bikes,Bikes,"1,251.98",Black,337.22,4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
362,"Mountain-200 Black, 46",Mountain Bikes,Bikes,"1,105.81",Black,"1,204.32",4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
363,"Mountain-200 Black, 46",Mountain Bikes,Bikes,"1,251.98",Black,"1,240.45",4,Mountain,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.
364,"Mountain-300 Black, 38",Mountain Bikes,Bikes,598.44,Black,"1,364.50",4,Mountain,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
365,"Mountain-300 Black, 40",Mountain Bikes,Bikes,598.44,Black,"1,364.50",4,Mountain,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
379,"Road-250 Black, 58",Road Bikes,Bikes,"1,320.68",Black,"1,364.50",4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
380,"Road-250 Black, 58",Road Bikes,Bikes,"1,554.95",Black,"1,204.32",4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
381,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,Yellow,"1,240.45",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
382,"Road-550-W Yellow, 38",Road Bikes,Bikes,713.08,Yellow,"1,364.50",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
383,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,Yellow,"1,191.17",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
384,"Road-550-W Yellow, 40",Road Bikes,Bikes,713.08,Yellow,"1,226.91",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
385,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,Yellow,"1,349.60",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
386,"Road-550-W Yellow, 42",Road Bikes,Bikes,713.08,Yellow,"1,349.60",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
387,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,Yellow,"1,349.60",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
388,"Road-550-W Yellow, 44",Road Bikes,Bikes,713.08,Yellow,"1,191.17",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
389,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,Yellow,"1,226.91",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
390,"Road-550-W Yellow, 48",Road Bikes,Bikes,713.08,Yellow,"1,349.60",4,Road,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing."
445,"Men's Sports Shorts, S",Shorts,Clothing,24.75,Black,"1,191.17",0,Sport,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
446,"Touring-Panniers, Large",Panniers,Accessories,51.56,Grey,"1,226.91",0,Touring,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips."
447,Cable Lock,Locks,Accessories,10.31,Green,"1,349.60",0,Sport,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included."
448,Minipump,Pumps,Accessories,8.25,Green,"1,204.32",0,Sport,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.
449,Mountain Pump,Pumps,Accessories,10.31,Green,"1,240.45",0,Mountain,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.
450,Taillights - Battery-Powered,Lights,Accessories,5.77,Green,"1,364.50",0,Road,Taillight,Affordable light for safe night riding - uses 3 AAA batteries
451,Headlights - Dual-Beam,Lights,Accessories,14.43,Green,"3,578.27",0,Road,Headlights - Dual-Beam,Rechargeable dual-beam headlight.
452,Headlights - Weatherproof,Lights,Accessories,18.56,Green,"3,578.27",0,Road,Headlights - Weatherproof,Rugged weatherproof headlight.
453,"Men's Sports Shorts, M",Shorts,Clothing,24.75,Black,"3,578.27",0,Sport,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
454,"Men's Sports Shorts, L",Shorts,Clothing,24.75,Black,"3,578.27",0,Sport,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
455,"Men's Sports Shorts, XL",Shorts,Clothing,24.75,Black,"3,578.27",0,Sport,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.
456,"Women's Tights, S",Tights,Clothing,30.93,Black,"1,457.99",0,Sport,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
457,"Women's Tights, M",Tights,Clothing,30.93,Black,"1,457.99",0,Sport,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
458,"Women's Tights, L",Tights,Clothing,30.93,Black,"1,457.99",0,Sport,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.
459,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,37.12,Multi,"1,457.99",0,Sport,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
460,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,37.12,Multi,"1,457.99",0,Sport,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
461,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,37.12,Multi,699.1,0,Sport,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers."
462,"Half-Finger Gloves, S",Gloves,Clothing,9.71,Black,782.99,0,Sport,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure."
463,"Half-Finger Gloves, S",Gloves,Clothing,9.16,Black,699.1,0,Sport,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure."
464,"Half-Finger Gloves, M",Gloves,Clothing,9.71,Black,782.99,0,Sport,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure."
465,"Half-Finger Gloves, M",Gloves,Clothing,9.16,Black,699.1,0,Sport,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure."
466,"Half-Finger Gloves, L",Gloves,Clothing,9.71,Black,782.99,0,Sport,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure."
467,"Half-Finger Gloves, L",Gloves,Clothing,9.16,Black,699.1,0,Sport,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure."
468,"Full-Finger Gloves, S",Gloves,Clothing,15.67,Black,782.99,0,Mountain,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
469,"Full-Finger Gloves, M",Gloves,Clothing,15.67,Black,699.1,0,Mountain,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
470,"Full-Finger Gloves, L",Gloves,Clothing,15.67,Black,782.99,0,Mountain,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders."
471,"Classic Vest, S",Vests,Clothing,23.75,Blue,699.1,0,Sport,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket."
472,"Classic Vest, M",Vests,Clothing,23.75,Blue,782.99,0,Sport,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket."
473,"Classic Vest, L",Vests,Clothing,23.75,Blue,699.1,0,Sport,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket."
474,"Women's Mountain Shorts, S",Shorts,Clothing,26.18,Black,782.99,0,Mountain,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
475,"Women's Mountain Shorts, M",Shorts,Clothing,26.18,Black,699.1,0,Mountain,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
476,"Women's Mountain Shorts, L",Shorts,Clothing,26.18,Black,782.99,0,Mountain,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort."
477,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,Green,699.1,0,Sport,Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.
478,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,Green,782.99,0,Mountain,Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.
479,Road Bottle Cage,Bottles and Cages,Accessories,3.36,Green,699.1,0,Road,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.
480,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,Green,782.99,0,Sport,Patch kit,"Includes 8 different size patches, glue and sandpaper."
481,"Racing Socks, M",Socks,Clothing,3.36,White,699.1,0,Road,Racing Socks,"Thin, lightweight and durable with cuffs that stay up."
482,"Racing Socks, L",Socks,Clothing,3.36,White,782.99,0,Road,Racing Socks,"Thin, lightweight and durable with cuffs that stay up."
483,Hitch Rack - 4-Bike,Bike Racks,Accessories,44.88,Green,699.1,0,Sport,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch."
484,Bike Wash - Dissolver,Cleaners,Accessories,2.97,Green,782.99,0,Sport,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle."
485,Fender Set - Mountain,Fenders,Accessories,8.22,Green,"3,399.99",0,Mountain,Fender Set - Mountain,Clip-on fenders fit most mountain bikes.
486,All-Purpose Bike Stand,Bike Stands,Accessories,59.47,Green,"3,399.99",0,Mountain,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.
487,Hydration Pack - 70 oz.,Hydration Packs,Accessories,20.57,Silver,"3,399.99",0,Sport,Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt."
488,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,41.57,Yellow,"3,399.99",0,Sport,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
489,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,41.57,Yellow,"3,374.99",0,Sport,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
490,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,41.57,Yellow,"3,374.99",0,Sport,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
491,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,41.57,Yellow,"3,374.99",0,Sport,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets."
528,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,Green,"3,374.99",0,Mountain,Mountain Tire Tube,Self-sealing tube.
529,Road Tire Tube,Tires and Tubes,Accessories,1.49,Green,"2,071.42",0,Road,Road Tire Tube,Conventional all-purpose tube.
530,Touring Tire Tube,Tires and Tubes,Accessories,1.87,Green,"2,319.99",0,Touring,Touring Tire Tube,General purpose tube.
535,LL Mountain Tire,Tires and Tubes,Accessories,9.35,Green,"2,071.42",0,Mountain,LL Mountain Tire,"Comparible traction, less expensive wire bead casing."
536,ML Mountain Tire,Tires and Tubes,Accessories,11.22,Green,"2,319.99",0,Mountain,ML Mountain Tire,"Great traction, high-density rubber."
537,HL Mountain Tire,Tires and Tubes,Accessories,13.09,Green,"2,071.42",0,Mountain,HL Mountain Tire,"Incredible traction, lightweight carbon reinforced."
538,LL Road Tire,Tires and Tubes,Accessories,8.04,Green,"2,319.99",0,Road,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.
539,ML Road Tire,Tires and Tubes,Accessories,9.35,Green,"2,049.10",0,Road,ML Road Tire,Higher density rubber.
